-0.72141 -0.40011
-0.6195 -1.00401
-0.56373 -1.1461
-0.80581 -0.70081
-0.69539 -0.47099
-0.93788 -0.17926
-0.73122 -0.39401
-0.74083 -0.50029
-0.7221 -0.4514
-0.695 -0.08573
-0.88409 -0.43417
-0.89722 -0.45744
-0.72541 0.13757
-0.88331 -0.71554
-0.89372 -0.6968
-0.72007 -0.22486
-0.704 -0.61417
-0.70634 -0.52311
-0.82595 -0.83552
-0.65078 -1.12531
-0.84811 -0.52483
-0.31389 -0.06165
-0.53596 -0.04395
-0.54732 -0.8467
-0.31083 -0.7826
-0.67357 -0.7399
-0.37426 0.20614
-0.38937 -0.44998
-0.71157 -0.4019
0.03057 -1.2182
0.18146 0.06621
-0.30653 -0.67573
-0.17872 -0.54849
-0.36496 -0.80703
-0.11504 0.3
-0.18469 -0.27689
-0.07916 -0.69833
-0.66971 -0.37794
-0.73565 -0.10604
-0.68874 -0.58637
-0.66179 -0.12546
-0.79131 -0.59399
-0.83304 -0.67602
-0.76926 -0.25613
-0.82827 -0.77137
-0.65735 -0.77603
-0.68797 -0.23531
-0.71623 -0.3696
-0.73444 -0.33309
-0.75508 -0.96826
-0.79834 -1.391
-0.60992 -0.72081
-0.74226 -0.31508
-0.71285 -0.60582
-0.74891 -0.30149
-0.80557 -0.47578
-0.95627 -0.56751
-0.73084 0.3
-0.93276 -0.47577
-0.85693 -0.77425
-0.72257 -0.22487
-0.71138 -0.52138
-0.70866 -0.55515
-0.69727 -0.99366
-0.74156 -1.17184
-0.82008 -0.55587
-0.61328 -0.77866
-0.72869 -0.41494
-0.75236 -0.53495
-0.75367 -0.52514
-0.73122 -0.4292
-0.48526 -0.64887
-0.78094 -0.37991
-0.63821 -0.33436
-0.66996 -0.55734
-0.68383 -0.51608
-0.73213 -0.57312
-0.62073 -0.69892
-0.64533 -0.50255
-0.5874 0.06384
-0.70369 -0.32566
-0.70163 -0.70163
-0.80221 -0.06753
-0.61303 -0.81858
-0.31271 -0.81165
-0.66743 -0.17064
-0.6493 -0.56561
-0.678 -0.28694
-0.21905 -0.99164
-0.35466 -0.98368
-0.67019 -0.66617
0.3 0.3
0.3 -0.3183
-0.79048 -0.49986
0.02131 0.03786
0.23015 -0.35185
-0.88864 -0.43279
-0.68196 -0.39359
-0.59212 -0.45548
-0.35742 -0.33288
-0.47012 -0.3312
-0.01029 0.07012
0.3 -0.33398
-0.77158 -0.63165
0.04094 -0.42779
-0.00151 -0.44661
-0.85156 -0.58776
-0.83211 -0.40698
-0.57076 -0.44184
-0.31548 0.0551
-0.35077 -0.38226
-0.06026 -0.27397
-0.7565 -0.28108
-0.84329 -0.64161
-0.86603 -0.9643
-0.72564 -0.15259
-0.73336 -0.36673
-0.7325 -0.2327
-0.90581 -1.32141
-0.98954 -1.27989
-0.83343 -0.66597
-0.37905 -1.7
0.01604 -0.39615
-0.68602 -0.57226
-0.62886 -0.73057
-0.64094 -0.47932
-0.19701 -1.55004
-0.42548 -0.83545
-0.29707 -0.07563
0.3 -0.17956
-0.90807 -0.44372
-0.69001 -0.56757
-0.57871 -0.54224
-0.04418 -0.16274
-0.42501 -0.80814
0.12719 -0.5002
-0.70838 -0.36729
-0.70118 -0.18047
-0.71429 -0.6279
-0.22946 -1.2602
-0.7746 -1.04442
-0.8019 -0.49323
-0.67531 -0.47036
-0.71105 -0.51384
-0.59353 -0.65161
-0.73315 -0.78735
-0.70259 -0.59576
-0.71447 -0.32508
-0.57333 -0.82819
-0.75899 -1.06672
-0.80044 -0.5052
-0.27355 -1.7
-0.54843 -1.64841
-0.26281 0.3
-0.4891 -1.14608
-0.10692 -0.32469
0.03327 0.16844
