0.02008 0.02008
-0.97029 -0.97029
-0.95968 -0.95968
-1.10222 -1.10222
-0.07947 -0.07947
-0.94469 -0.94469
-1.04851 -1.04851
-0.81391 -0.81391
-0.82511 -0.82511
0.3 0.3
0.3 0.3
-1.15156 -1.15156
-0.19268 -0.19268
-0.13143 -0.13143
-1.23459 -1.23459
-0.90625 -0.90625
-0.61996 -0.61996
-0.30337 -0.30337
-0.58817 -0.58817
0.21795 0.21795
-1.34172 -1.34172
-0.98113 -0.98113
-0.29078 -0.29078
-1.10038 -1.10038
-0.90918 -0.90918
-0.73378 -0.73378
-1.02864 -1.02864
-1.23414 -1.23414
-0.83629 -0.83629
-0.95104 -0.95104
-1.65588 -1.65588
-0.71696 -0.71696
-0.87514 -0.87514
-1.52493 -1.52493
-1.03109 -1.03109
-0.93446 -0.93446
-0.99973 -0.99973
-0.55913 -0.55913
-0.8696 -0.8696
-0.53597 -0.53597
-0.67516 -0.67516
-0.79217 -0.79217
-0.89376 -0.89376
-1.26236 -1.26236
-0.84493 -0.84493
-0.7691 -0.7691
-1.42436 -1.42436
-1.27835 -1.27835
-1.15476 -1.15476
-1.295 -1.295
-1.22234 -1.22234
-1.394 -1.394
-0.72171 -0.72171
-1.01412 -1.01412
-1.0731 -1.0731
-0.9746 -0.9746
-1.29115 -1.29115
-1.27284 -1.27284
-1.0696 -1.0696
-1.0936 -1.0936
-1.54744 -1.54744
-1.00437 -1.00437
-0.78457 -0.78457
-1.42113 -1.42113
-1.48262 -1.48262
-0.59441 -0.59441
-1.27866 -1.27866
-1.46253 -1.46253
-1.51675 -1.51675
-0.73443 -0.73443
-0.91979 -0.91979
-1.43946 -1.43946
-1.48187 -1.48187
-1.43631 -1.43631
0.27765 0.27765
-1.13436 -1.13436
-1.05792 -1.05792
-0.26608 -0.26608
-0.0059 -0.0059
0.00292 0.00292
0.27765 0.27765
-1.27523 -1.27523
-0.40216 -0.40216
0.15108 0.15108
-0.61417 -0.61417
-0.22818 -0.22818
-0.87514 -0.87514
-0.59953 -0.59953
0.16535 0.16535
0.25044 0.25044
-0.98707 -0.98707
-1.19166 -1.19166
-1.06915 -1.06915
-1.4175 -1.4175
-1.13182 -1.13182
-0.99462 -0.99462
-1.19136 -1.19136
-1.03239 -1.03239
-1.04518 -1.04518
-1.29608 -1.29608
-1.04194 -1.04194
-0.73212 -0.73212
-1.25603 -1.25603
-0.90566 -0.90566
-0.97501 -0.97501
-1.55794 -1.55794
-1.24838 -1.24838
-1.20342 -1.20342
-1.19386 -1.19386
-1.25673 -1.25673
-0.56982 -0.56982
-1.4682 -1.4682
-1.44976 -1.44976
-1.4771 -1.4771
-1.00794 -1.00794
-0.65214 -0.65214
-1.15995 -1.15995
-1.01565 -1.01565
-1.08175 -1.08175
-0.32964 -0.32964
-1.12355 -1.12355
-0.6629 -0.6629
-0.91921 -0.91921
-1.1828 -1.1828
-0.56639 -0.56639
-0.75223 -0.75223
-1.11565 -1.11565
-0.6767 -0.6767
-0.83835 -0.83835
-0.66139 -0.66139
-0.5509 -0.5509
-0.81307 -0.81307
-0.85836 -0.85836
-0.99507 -0.99507
-0.6175 -0.6175
-1.2531 -1.2531
-0.50391 -0.50391
-0.33168 -0.33168
-1.30334 -1.30334
-0.72873 -0.72873
-0.79281 -0.79281
-0.71218 -0.71218
-0.43916 -0.43916
-0.54452 -0.54452
0.27765 0.27765
0.27765 0.27765
-1.41005 -1.41005
0.04411 0.04411
0.17776 0.17776
-1.13051 -1.13051
-1.13115 -1.13115
-0.72432 -0.72432
0.11944 0.11944
0.19623 0.19623
0.27765 0.27765
0.27765 0.27765
-1.36247 -1.36247
0.15247 0.15247
0.09269 0.09269
-1.24303 -1.24303
-1.04118 -1.04118
-0.68943 -0.68943
0.27765 0.27765
-0.00683 -0.00683
0.27765 0.27765
-1.6679 -1.6679
-1.40482 -1.40482
-1.36343 -1.36343
-1.7 -1.7
-1.32154 -1.32154
-1.24786 -1.24786
-1.09795 -1.09795
-0.88036 -0.88036
-1.31803 -1.31803
-0.18252 -0.18252
-0.01129 -0.01129
-1.19677 -1.19677
-1.03441 -1.03441
-0.79307 -0.79307
-0.58328 -0.58328
-0.065 -0.065
-0.07192 -0.07192
0.27765 0.27765
-0.91792 -0.91792
-0.96722 -0.96722
-0.85505 -0.85505
-0.03004 -0.03004
-0.08472 -0.08472
0.08365 0.08365
-1.20719 -1.20719
-1.26169 -1.26169
-1.17021 -1.17021
-0.68839 -0.68839
-0.64108 -0.64108
-1.02755 -1.02755
-0.80439 -0.80439
-0.79587 -0.79587
-1.02055 -1.02055
-0.99943 -0.99943
-0.94936 -0.94936
-0.53946 -0.53946
-1.13765 -1.13765
-0.9237 -0.9237
-0.51872 -0.51872
-0.62514 -0.62514
-0.48782 -0.48782
-0.18266 -0.18266
-0.15413 -0.15413
-0.08269 -0.08269
0.27765 0.27765

-0.60832 -0.68029
-0.65828 -0.70265
-0.69069 -0.70416
-0.69964 -0.76961
-0.43217 -0.41373
-0.72057 -0.82221
-0.67899 -0.78538
-0.65326 -0.74455
-0.67405 -0.86184
-0.57977 -0.48637
-0.6043 -0.43722
-0.67687 -0.62205
-0.54178 -0.64144
-0.38792 -0.39124
-0.70205 -0.70099
-0.70069 -0.66267
-0.64808 -0.67037
-0.61117 -0.78093
-0.51168 -0.56024
-0.37395 -0.44684
-0.74869 -0.07867
-0.75079 -0.06371
-0.67675 0.3
-0.27195 -0.24295
-0.73706 -0.26894
-0.73115 0.27413
-0.70622 -0.38059
-0.7564 -0.37534
-0.73572 -0.62862
-0.77229 -0.74424
-0.78426 -0.23299
-0.8634 -0.56155
-0.83308 -0.81221
-0.68581 -0.26919
-0.68911 -0.38283
-0.71449 -0.34992
-0.90227 -0.75277
-0.5538 -1.16995
-0.68709 -0.58683
-0.73299 -0.11603
-0.70743 -0.42155
-0.53784 -0.53092
-0.72015 -0.3119
-0.73036 -0.42901
-0.69206 -0.6024
-0.69511 -0.5724
-0.92039 -0.45565
-0.83181 -0.51474
-0.75056 -0.25877
-0.79872 -0.79956
-0.81238 -0.59605
-0.70625 -0.13262
-0.69993 -0.39487
