Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
286000 	51.278706	0.000000	12.016924	-267.396277	0.000000	-0.000000	-1.152282	-17.273157	-54.463987	-19.921712	0.000000	-185.890032	0.000000	0.000000	0.000000	0.000000	-482.801818
288000 	53.838823	0.000000	13.989557	-265.649530	0.000000	-0.000000	-1.312148	-17.809554	-54.013004	-22.176474	0.000000	-182.661014	0.000000	0.000000	0.000000	0.000000	-475.793343
290000 	45.547565	0.000000	14.780186	-254.001905	0.000000	-0.000000	-1.196812	-16.964002	-53.844158	-19.851679	0.000000	-186.314928	0.000000	0.000000	0.000000	0.000000	-471.845734
292000 	37.445033	0.000000	12.240936	-266.824859	0.000000	-0.000000	-2.340632	-18.744000	-53.765657	-20.470696	0.000000	-196.918846	0.000000	0.000000	0.000000	0.000000	-509.378722
294000 	49.553573	0.000000	13.539381	-268.457583	0.000000	-0.000000	-2.060152	-19.002310	-53.168226	-22.396938	0.000000	-197.796452	0.000000	0.000000	0.000000	0.000000	-499.788706
296000 	52.190572	0.000000	15.625313	-266.742787	0.000000	-0.000000	-2.861222	-16.538026	-53.850324	-23.353006	0.000000	-183.897803	0.000000	0.000000	0.000000	0.000000	-479.427283
298000 	56.247993	0.000000	12.900604	-269.006163	0.000000	-0.000000	-1.646339	-18.404268	-54.981453	-21.104543	0.000000	-155.287074	0.000000	0.000000	0.000000	0.000000	-451.281242
300000 	54.512516	0.000000	16.382885	-265.453278	0.000000	-0.000005	-1.694657	-20.516031	-54.147732	-20.394511	0.000000	-187.777193	0.000000	0.000000	0.000000	0.000000	-479.088007
302000 	42.286627	0.000000	10.377420	-267.085016	0.000000	-0.000001	-0.795476	-19.030671	-52.653562	-22.179554	0.000000	-195.658488	0.000000	0.000000	0.000000	0.000000	-504.738721
304000 	58.987962	0.000000	13.623794	-263.988921	0.000000	-0.000000	-2.690653	-17.956498	-53.703221	-21.524252	0.000000	-172.516205	0.000000	0.000000	0.000000	0.000000	-459.767994
306000 	46.916165	0.000000	12.696623	-261.596653	0.000000	-0.000000	-2.023877	-15.163847	-53.418305	-22.087888	0.000000	-190.456880	0.000000	0.000000	0.000000	0.000000	-485.134662
308000 	44.160994	0.000000	11.949817	-263.468136	0.000000	-0.000000	-1.781013	-17.440794	-54.430243	-21.766619	0.000000	-186.622572	0.000000	0.000000	0.000000	0.000000	-489.398567
310000 	47.054261	0.000000	11.300524	-266.489633	0.000000	-0.000000	-1.263647	-18.361361	-54.883613	-20.631505	0.000000	-167.101411	0.000000	0.000000	0.000000	0.000000	-470.376385
312000 	51.823195	0.000000	13.633456	-264.485900	0.000000	-0.000000	-1.535964	-18.200357	-54.231877	-22.495599	0.000000	-188.306837	0.000000	0.000000	0.000000	0.000000	-483.799884
314000 	47.522656	0.000000	14.490181	-262.055648	0.000000	-0.000000	-1.459228	-16.170926	-53.512697	-23.381785	0.000000	-210.664840	0.000000	0.000000	0.000000	0.000000	-505.232287
316000 	51.357134	0.000000	13.367460	-260.988064	0.000000	-0.000000	-1.344476	-17.973051	-53.404891	-22.500646	0.000000	-198.175003	0.000000	0.000000	0.000000	0.000000	-489.661537
318000 	46.622807	0.000000	12.821420	-268.366043	0.000000	-0.000000	-1.671073	-17.772741	-53.772009	-22.589529	0.000000	-199.034145	0.000000	0.000000	0.000000	0.000000	-503.761313
320000 	62.997662	0.000000	14.886102	-263.698729	0.000000	-0.515352	-1.494230	-17.176341	-53.230846	-21.903132	0.000000	-181.889736	0.000000	0.000000	0.000000	0.000000	-462.024602
322000 	41.852644	0.000000	14.019622	-264.255729	0.000000	-0.000000	-2.070436	-14.641290	-54.633869	-22.850671	0.000000	-168.084893	0.000000	0.000000	0.000000	0.000000	-470.664623
324000 	56.620666	0.000000	13.079860	-263.877523	0.000000	-0.000000	-1.055029	-16.885583	-53.725277	-23.609303	0.000000	-174.245958	0.000000	0.000000	0.000000	0.000000	-463.698147
326000 	42.374600	0.000000	12.968066	-258.724806	0.000000	-0.000039	-1.688841	-17.465420	-52.974593	-21.311723	0.000000	-191.574466	0.000000	0.000000	0.000000	0.000000	-488.397222
328000 	44.665874	0.000000	13.216098	-265.953202	0.000000	-0.000000	-3.054395	-18.326462	-53.933108	-23.111813	0.000000	-216.093823	0.000000	0.000000	0.000000	0.000000	-522.590831
330000 	50.801438	0.000000	15.316055	-264.964121	0.000000	-0.000000	-1.227209	-19.151429	-52.554553	-21.888038	0.000000	-198.487872	0.000000	0.000000	0.000000	0.000000	-492.155729
332000 	48.791085	0.000000	16.284890	-270.196802	0.000000	-0.000000	-1.646106	-17.301573	-52.717991	-23.317631	0.000000	-188.848715	0.000000	0.000000	0.000000	0.000000	-488.952843
334000 	48.727393	0.000000	10.576235	-269.116569	0.000000	-0.000000	-2.644754	-19.266779	-53.050868	-24.053613	0.000000	-201.390072	0.000000	0.000000	0.000000	0.000000	-510.219027
336000 	48.812341	0.000000	14.367321	-263.505936	0.000000	-0.000000	-2.085575	-14.870939	-53.593615	-21.798024	0.000000	-178.098420	0.000000	0.000000	0.000000	0.000000	-470.772847
338000 	45.229951	0.000000	12.162019	-264.434380	0.000000	-0.000000	-2.292361	-17.892064	-53.807482	-21.292560	0.000000	-180.373250	0.000000	0.000000	0.000000	0.000000	-482.700126
340000 	45.686021	0.000000	11.878254	-268.563528	0.000000	-0.000000	-1.954034	-18.637453	-53.395711	-20.731406	0.000000	-213.424199	0.000000	0.000000	0.000000	0.000000	-519.142055
342000 	44.299535	0.000000	11.435506	-271.855130	0.000000	-0.002858	-1.550505	-16.460295	-53.667101	-20.802298	0.000000	-190.930338	0.000000	0.000000	0.000000	0.000000	-499.533484
344000 	42.913137	0.000000	11.016313	-267.747558	0.000000	-0.000000	-2.781045	-12.032000	-53.180750	-21.932458	0.000000	-177.503039	0.000000	0.000000	0.000000	0.000000	-481.247400
346000 	50.197524	0.000000	18.003966	-263.898813	0.000000	-0.000000	-1.304556	-17.362361	-53.217134	-22.929122	0.000000	-194.640177	0.000000	0.000000	0.000000	0.000000	-485.150673
348000 	51.738197	0.000000	17.784791	-263.965000	0.000000	-0.000000	-1.957912	-17.014918	-53.615620	-20.866877	0.000000	-201.921251	0.000000	0.000000	0.000000	0.000000	-489.818590
350000 	47.170767	0.000000	14.323756	-267.018762	0.000000	-0.000000	-1.800856	-17.566336	-53.791366	-23.097045	0.000000	-200.401205	0.000000	0.000000	0.000000	0.000000	-502.181047
352000 	42.737460	0.000000	14.970095	-262.879838	0.000000	-0.000000	-1.256964	-17.268771	-53.246105	-21.346318	0.000000	-179.462531	0.000000	0.000000	0.000000	0.000000	-477.752970
354000 	46.140672	0.000000	13.417441	-263.328159	0.000000	-0.000000	-1.312123	-17.399406	-53.603075	-21.876272	0.000000	-174.887784	0.000000	0.000000	0.000000	0.000000	-472.848706
356000 	55.771045	0.000000	16.395828	-261.576810	0.000000	-0.000000	-1.906110	-16.950513	-53.077954	-24.297042	0.000000	-177.162329	0.000000	0.000000	0.000000	0.000000	-462.803885
358000 	51.085413	0.000000	12.291885	-261.491885	0.000000	-0.000000	-3.010135	-18.790924	-53.631895	-22.097458	0.000000	-181.358496	0.000000	0.000000	0.000000	0.000000	-477.003495
360000 	50.519820	0.000000	19.052991	-255.531545	0.000000	-0.000000	-1.158483	-17.592314	-54.877574	-19.824576	0.000000	-174.179055	0.000000	0.000000	0.000000	0.000000	-453.590736
362000 	49.625484	0.000000	9.558978	-263.648985	0.000000	-0.000000	-1.118707	-16.164458	-53.386476	-22.136607	0.000000	-188.178524	0.000000	0.000000	0.000000	0.000000	-485.449297
364000 	55.799894	0.000000	15.045489	-263.875638	0.000000	-0.000000	-1.920094	-17.461458	-53.955084	-21.209671	0.000000	-188.334522	0.000000	0.000000	0.000000	0.000000	-475.911084
366000 	49.072712	0.000000	12.820612	-263.949586	0.000000	-0.000000	-1.506865	-18.385608	-53.826346	-21.134979	0.000000	-189.885294	0.000000	0.000000	0.000000	0.000000	-486.795354
368000 	61.344588	0.000000	15.095960	-265.966640	0.000000	-0.000000	-2.833176	-19.129371	-53.536074	-22.176215	0.000000	-181.822237	0.000000	0.000000	0.000000	0.000000	-469.023167
370000 	45.967820	0.000000	12.260546	-260.460050	0.000000	-0.000000	-1.384782	-18.216654	-53.989971	-20.564381	0.000000	-199.634274	0.000000	0.000000	0.000000	0.000000	-496.021746
372000 	57.501025	0.000000	11.669910	-266.165074	0.000000	-0.000000	-1.598973	-21.260075	-53.772544	-21.101781	0.000000	-169.428688	0.000000	0.000000	0.000000	0.000000	-464.156200
374000 	55.154948	0.000000	16.737328	-266.340744	0.000000	-0.000000	-1.447668	-17.478073	-53.392094	-22.952604	0.000000	-188.726971	0.000000	0.000000	0.000000	0.000000	-478.445878
376000 	50.648872	0.000000	13.296114	-265.337350	0.000000	-0.000000	-1.617641	-17.414418	-53.494139	-21.751886	0.000000	-177.819105	0.000000	0.000000	0.000000	0.000000	-473.489553
378000 	47.885905	0.000000	11.311663	-263.528966	0.000000	-0.000000	-2.189087	-16.505357	-53.758554	-21.272549	0.000000	-197.273089	0.000000	0.000000	0.000000	0.000000	-495.330033
380000 	44.139003	0.000000	15.111435	-271.284914	0.000000	-0.000000	-2.619071	-17.254721	-53.423825	-23.122379	0.000000	-195.666183	0.000000	0.000000	0.000000	0.000000	-504.120655
382000 	44.289857	0.000000	11.720332	-264.446537	0.000000	-0.000000	-2.349572	-16.698042	-54.164577	-21.957655	0.000000	-172.265338	0.000000	0.000000	0.000000	0.000000	-475.871533
384000 	50.388214	0.000000	12.724832	-270.451633	0.000000	-0.000000	-2.034047	-15.719982	-54.346763	-21.454509	0.000000	-192.833568	0.000000	0.000000	0.000000	0.000000	-493.727455
386000 	43.135040	0.000000	13.157594	-262.573879	0.000000	-0.000000	-1.112500	-16.403997	-54.887916	-22.359709	0.000000	-159.770157	0.000000	0.000000	0.000000	0.000000	-460.815525
388000 	44.843592	0.000000	17.835028	-259.823736	0.000000	-0.000000	-2.013313	-17.597165	-53.003010	-20.917909	0.000000	-182.363603	0.000000	0.000000	0.000000	0.000000	-473.040117
390000 	52.201664	0.000000	10.770671	-267.756375	0.000000	-0.000000	-1.897269	-17.614214	-53.482181	-21.764103	0.000000	-187.434456	0.000000	0.000000	0.000000	0.000000	-486.976262
392000 	44.417459	0.000000	11.811822	-265.898659	0.000000	-0.000000	-1.455732	-20.317046	-51.434737	-21.782672	0.000000	-191.258475	0.000000	0.000000	0.000000	0.000000	-495.918041
394000 	47.269605	0.000000	13.236267	-258.784075	0.000000	-0.000000	-1.278087	-16.346971	-54.447169	-20.663935	0.000000	-194.515854	0.000000	0.000000	0.000000	0.000000	-485.530218
396000 	50.416970	0.000000	14.366728	-268.896447	0.000000	-0.000000	-1.632343	-17.653199	-53.286674	-21.807062	0.000000	-203.528778	0.000000	0.000000	0.000000	0.000000	-502.020806
398000 	42.510631	0.000000	8.654751	-268.761674	0.000000	-0.000000	-1.202959	-16.220653	-52.371170	-21.182805	0.000000	-179.318149	0.000000	0.000000	0.000000	0.000000	-487.892027
400000 	42.136333	0.000000	14.554728	-264.611739	0.000000	-0.012430	-1.892143	-15.152198	-53.256287	-21.404269	0.000000	-193.426974	0.000000	0.000000	0.000000	0.000000	-493.064978
402000 	49.552718	0.000000	10.988529	-263.546539	0.000000	-0.000000	-2.495849	-20.021981	-53.369515	-23.130532	0.000000	-163.462966	0.000000	0.000000	0.000000	0.000000	-465.486135
404000 	52.807540	0.000000	15.380535	-253.186562	0.000000	-0.000060	-2.410451	-18.535424	-53.791062	-19.712386	0.000000	-175.741164	0.000000	0.000000	0.000000	0.000000	-455.189035
406000 	55.653750	0.000000	17.321854	-260.976260	0.000000	-0.000000	-2.475278	-16.333375	-53.896043	-22.521062	0.000000	-177.115290	0.000000	0.000000	0.000000	0.000000	-460.341706
408000 	45.101104	0.000000	12.103265	-262.477813	0.000000	-0.000000	-1.502734	-16.890221	-53.394411	-20.527477	0.000000	-190.536518	0.000000	0.000000	0.000000	0.000000	-488.124805
410000 	57.473095	0.000000	14.811904	-261.458241	0.000000	-0.000000	-1.177603	-16.000850	-54.635439	-21.611455	0.000000	-180.712102	0.000000	0.000000	0.000000	0.000000	-463.310690
412000 	46.732687	0.000000	12.142086	-266.215119	0.000000	-0.000000	-2.346099	-18.893279	-54.149740	-21.870741	0.000000	-167.776815	0.000000	0.000000	0.000000	0.000000	-472.377020
414000 	50.739500	0.000000	13.057363	-269.892995	0.000000	-0.000000	-2.210696	-17.714898	-54.766799	-23.832191	0.000000	-169.273520	0.000000	0.000000	0.000000	0.000000	-473.894237
416000 	39.526048	0.000000	11.434144	-264.215439	0.000000	-0.000000	-2.671999	-20.307709	-53.849628	-20.768744	0.000000	-189.669669	0.000000	0.000000	0.000000	0.000000	-500.522996
418000 	56.211600	0.000000	19.212969	-271.893181	0.000000	-0.000000	-1.939650	-18.653287	-54.692425	-19.763293	0.000000	-158.911269	0.000000	0.000000	0.000000	0.000000	-450.428538
420000 	37.987624	0.000000	11.681204	-264.772490	0.000000	-0.000000	-1.345692	-15.728768	-53.350091	-20.797461	0.000000	-199.329807	0.000000	0.000000	0.000000	0.000000	-505.655482
422000 	54.157502	0.000000	13.628188	-261.855865	0.000000	-0.000000	-1.178602	-15.825161	-53.122605	-23.019724	0.000000	-198.058584	0.000000	0.000000	0.000000	0.000000	-485.274851
424000 	53.468035	0.000000	15.970668	-263.259357	0.000000	-0.000001	-1.141136	-17.127428	-54.425899	-22.641741	0.000000	-177.690085	0.000000	0.000000	0.000000	0.000000	-466.846944
426000 	46.876531	0.000000	14.180205	-262.952236	0.000000	-0.000000	-2.153974	-14.336216	-54.691943	-21.118710	0.000000	-165.671543	0.000000	0.000000	0.000000	0.000000	-459.867886
428000 	42.617603	0.000000	20.636049	-265.893501	0.000000	-0.000000	-1.588216	-19.275772	-53.816367	-21.658820	0.000000	-178.625481	0.000000	0.000000	0.000000	0.000000	-477.604506
430000 	49.126113	0.000000	13.664127	-257.473861	0.000000	-0.000000	-2.192532	-14.765827	-52.908254	-21.114086	0.000000	-183.922494	0.000000	0.000000	0.000000	0.000000	-469.586815
432000 	45.274290	0.000000	8.685121	-266.908835	0.000000	-0.000036	-3.025252	-17.143346	-54.238959	-20.584724	0.000000	-209.445096	0.000000	0.000000	0.000000	0.000000	-517.386837
434000 	54.400011	0.000000	11.517403	-261.641207	0.000000	-0.000000	-2.323250	-16.307457	-53.828753	-22.801956	0.000000	-185.761041	0.000000	0.000000	0.000000	0.000000	-476.746249
436000 	46.659354	0.000000	12.106504	-261.364689	0.000000	-0.000000	-1.535073	-17.828363	-53.383297	-21.261395	0.000000	-186.059882	0.000000	0.000000	0.000000	0.000000	-482.666840
438000 	58.178239	0.000000	12.462060	-265.856227	0.000000	-0.000000	-1.946780	-16.951877	-53.307004	-20.477144	0.000000	-202.013850	0.000000	0.000000	0.000000	0.000000	-489.912582
440000 	49.315602	0.000000	17.241470	-264.566548	0.000000	-0.000000	-1.349125	-20.367871	-54.242530	-22.977872	0.000000	-182.689003	0.000000	0.000000	0.000000	0.000000	-479.635877
442000 	53.897659	0.000000	18.665764	-262.133788	0.000000	-0.000000	-2.166285	-18.421634	-53.899744	-22.345131	0.000000	-161.722169	0.000000	0.000000	0.000000	0.000000	-448.125330
444000 	54.623749	0.000000	17.095558	-264.698431	0.000000	-0.000000	-1.376345	-19.363364	-53.799024	-23.664240	0.000000	-177.467004	0.000000	0.000000	0.000000	0.000000	-468.649101
446000 	50.583347	0.000000	17.791707	-262.990317	0.000000	-0.000000	-1.586591	-20.433049	-52.567101	-22.401154	0.000000	-167.413694	0.000000	0.000000	0.000000	0.000000	-459.016851
448000 	50.274204	0.000000	15.805278	-259.640421	0.000000	-0.000000	-3.115695	-19.179088	-53.996684	-21.861583	0.000000	-172.389344	0.000000	0.000000	0.000000	0.000000	-464.103332
450000 	53.204737	0.000000	11.116570	-265.576729	0.000000	-0.000000	-1.826216	-16.897646	-54.291718	-23.298986	0.000000	-186.920206	0.000000	0.000000	0.000000	0.000000	-484.490195
452000 	50.242676	0.000000	17.820365	-268.715824	0.000000	-0.000000	-1.906883	-18.093021	-52.920879	-23.336549	0.000000	-176.244627	0.000000	0.000000	0.000000	0.000000	-473.154742
454000 	50.203120	0.000000	22.042955	-255.443325	0.000000	-0.000000	-1.842423	-18.976807	-52.216353	-22.367811	0.000000	-167.021238	0.000000	0.000000	0.000000	0.000000	-445.621881
456000 	60.097390	0.000000	13.689093	-254.747603	0.000000	-0.000000	-1.203038	-20.630480	-53.313952	-20.308444	0.000000	-198.607254	0.000000	0.000000	0.000000	0.000000	-475.024288
458000 	46.181361	0.000000	9.687822	-270.130931	0.000000	-0.000000	-0.742365	-17.086084	-53.143816	-20.665944	0.000000	-185.339917	0.000000	0.000000	0.000000	0.000000	-491.239874
460000 	53.963682	0.000000	15.447563	-261.441952	0.000000	-0.000000	-2.200953	-17.675954	-52.302310	-21.834397	0.000000	-195.115338	0.000000	0.000000	0.000000	0.000000	-481.159661
462000 	58.841725	0.000000	16.196034	-269.012819	0.000000	-0.000000	-2.910474	-17.744738	-52.696873	-22.530243	0.000000	-162.572688	0.000000	0.000000	0.000000	0.000000	-452.430077
464000 	58.825419	0.000000	14.407727	-260.471190	0.000000	-0.000000	-1.616080	-17.156937	-52.726946	-21.642690	0.000000	-186.086540	0.000000	0.000000	0.000000	0.000000	-466.467237
466000 	52.755002	0.000000	14.697599	-263.920096	0.000000	-0.000000	-1.496562	-13.605964	-54.842807	-20.750342	0.000000	-179.543803	0.000000	0.000000	0.000000	0.000000	-466.706972
468000 	44.081186	0.000000	14.081794	-258.233070	0.000000	-0.000000	-1.196772	-18.259649	-53.670316	-21.129741	0.000000	-172.021643	0.000000	0.000000	0.000000	0.000000	-466.348213
470000 	43.071585	0.000000	16.029176	-270.973069	0.000000	-0.000000	-1.996143	-18.990324	-53.305309	-23.375719	0.000000	-184.791611	0.000000	0.000000	0.000000	0.000000	-494.331413
472000 	41.640246	0.000000	15.994767	-260.008258	0.000000	-0.000000	-1.438308	-16.783529	-53.082274	-21.357452	0.000000	-176.412215	0.000000	0.000000	0.000000	0.000000	-471.447024
474000 	46.529862	0.000000	10.517505	-268.695492	0.000000	-0.000000	-2.495444	-17.709430	-53.955502	-20.494694	0.000000	-158.277138	0.000000	0.000000	0.000000	0.000000	-464.580333
476000 	43.445902	0.000000	13.708122	-262.586369	0.000000	-0.000000	-2.351892	-15.622018	-54.139667	-20.581189	0.000000	-184.925435	0.000000	0.000000	0.000000	0.000000	-483.052547
478000 	51.303416	0.000000	16.667874	-267.887229	0.000000	-0.000000	-1.382946	-16.569603	-53.822499	-22.746612	0.000000	-166.118363	0.000000	0.000000	0.000000	0.000000	-460.555962
480000 	54.282669	0.000000	14.433083	-267.777674	0.000000	-0.000000	-2.329062	-18.620997	-52.886783	-21.673662	0.000000	-184.182823	0.000000	0.000000	0.000000	0.000000	-478.755248
482000 	59.898338	0.000000	13.506611	-265.152523	0.000000	-0.000000	-1.304937	-17.588840	-53.736284	-22.714326	0.000000	-186.502223	0.000000	0.000000	0.000000	0.000000	-473.594185
484000 	59.474976	0.000000	12.049719	-263.608790	0.000000	-0.000000	-1.343273	-18.972112	-54.557874	-21.950541	0.000000	-174.805852	0.000000	0.000000	0.000000	0.000000	-463.713747
486000 	50.510801	0.000000	15.368261	-263.305570	0.000000	-0.000000	-1.681322	-15.576004	-53.774046	-20.867231	0.000000	-182.137103	0.000000	0.000000	0.000000	0.000000	-471.462214
488000 	53.435042	0.000000	13.645873	-266.134192	0.000000	-0.000000	-2.258310	-17.015844	-54.076223	-24.065275	0.000000	-194.450898	0.000000	0.000000	0.000000	0.000000	-490.919827
490000 	46.801804	0.000000	13.616243	-256.526579	0.000000	-0.000000	-1.002668	-15.295234	-53.591782	-21.721698	0.000000	-175.383952	0.000000	0.000000	0.000000	0.000000	-463.103867
492000 	45.696730	0.000000	12.471585	-267.887210	0.000000	-0.000000	-1.724163	-18.294524	-53.200487	-22.120177	0.000000	-183.110945	0.000000	0.000000	0.000000	0.000000	-488.169191
494000 	43.840162	0.000000	15.609727	-259.650179	0.000000	-0.000000	-1.271071	-15.401386	-53.265149	-22.238982	0.000000	-201.937894	0.000000	0.000000	0.000000	0.000000	-494.314771
496000 	55.026541	0.000000	12.187762	-263.872709	0.000000	-0.000000	-1.430765	-15.202438	-53.429530	-22.609724	0.000000	-184.665258	0.000000	0.000000	0.000000	0.000000	-473.996121
498000 	55.457013	0.000000	12.408189	-270.654244	0.000000	-0.000000	-3.092662	-18.313272	-53.643568	-21.359427	0.000000	-178.905539	0.000000	0.000000	0.000000	0.000000	-478.103509
500000 	54.479946	0.000000	18.193361	-260.085125	0.000000	-0.000000	-2.019542	-16.870674	-53.665859	-19.447228	0.000000	-162.015263	0.000000	0.000000	0.000000	0.000000	-441.430384
502000 	47.657391	0.000000	18.296936	-255.320954	0.000000	-0.000005	-1.210726	-15.180368	-53.312928	-23.144613	0.000000	-162.049371	0.000000	0.000000	0.000000	0.000000	-444.264638
504000 	51.927277	0.000000	14.625357	-253.226967	0.000000	-0.000000	-3.218524	-19.145128	-53.793465	-17.577227	0.000000	-162.886474	0.000000	0.000000	0.000000	0.000000	-443.295150
506000 	46.295409	0.000000	14.045228	-263.583138	0.000000	-0.000000	-2.094478	-18.270871	-53.463902	-21.571242	0.000000	-181.682422	0.000000	0.000000	0.000000	0.000000	-480.325415
508000 	48.942179	0.000000	13.565437	-262.531737	0.000000	-0.000000	-2.284127	-18.131688	-53.543333	-21.124310	0.000000	-173.536894	0.000000	0.000000	0.000000	0.000000	-468.644473
510000 	58.883190	0.000000	16.144838	-262.100887	0.000000	-0.000000	-2.263740	-17.319525	-54.381758	-20.240286	0.000000	-159.616183	0.000000	0.000000	0.000000	0.000000	-440.894351
512000 	59.001918	0.000000	19.060169	-266.663039	0.000000	-0.000001	-1.233383	-15.520397	-53.394015	-20.020425	0.000000	-173.047040	0.000000	0.000000	0.000000	0.000000	-451.816214
514000 	56.077490	0.000000	16.735880	-255.003261	0.000000	-0.000000	-2.994787	-16.075512	-53.311410	-22.573531	0.000000	-191.967791	0.000000	0.000000	0.000000	0.000000	-469.112921
516000 	53.994229	0.000000	17.822526	-266.517194	0.000000	-0.000000	-2.773939	-16.205554	-53.366747	-23.001659	0.000000	-170.985609	0.000000	0.000000	0.000000	0.000000	-461.033947
518000 	45.622527	0.000000	16.553165	-261.615350	0.000000	-0.000000	-1.685736	-20.001827	-53.961398	-19.840576	0.000000	-164.823766	0.000000	0.000000	0.000000	0.000000	-459.752960
520000 	49.125202	0.000000	13.912465	-259.516081	0.000000	-0.000000	-1.094424	-17.522239	-54.120967	-21.642004	0.000000	-155.293900	0.000000	0.000000	0.000000	0.000000	-446.151949
522000 	40.282068	0.000000	10.946626	-260.770347	0.000000	-0.000001	-1.794890	-18.821879	-53.505419	-21.793528	0.000000	-198.060649	0.000000	0.000000	0.000000	0.000000	-503.518018
524000 	44.725619	0.000000	13.988275	-260.239383	0.000000	-0.000000	-1.680497	-15.855136	-54.062680	-19.985532	0.000000	-184.737449	0.000000	0.000000	0.000000	0.000000	-477.846783
526000 	60.708469	0.000000	13.070364	-262.225504	0.000000	-0.000069	-2.493246	-20.667556	-54.995689	-21.033815	0.000000	-172.727941	0.000000	0.000000	0.000000	0.000000	-460.364988
528000 	58.709502	0.000000	17.895536	-269.554136	0.000000	-0.000000	-1.336957	-17.070044	-53.201199	-22.700996	0.000000	-197.613415	0.000000	0.000000	0.000000	0.000000	-484.871709
530000 	58.103344	0.000000	13.878426	-269.706731	0.000000	-0.000000	-1.542676	-19.613289	-54.672025	-22.055836	0.000000	-178.839256	0.000000	0.000000	0.000000	0.000000	-474.448042
532000 	54.707511	0.000000	18.742297	-263.492956	0.000000	-0.000000	-1.306021	-16.069933	-54.238595	-19.448913	0.000000	-181.180272	0.000000	0.000000	0.000000	0.000000	-462.286882
534000 	51.057327	0.000000	14.824392	-265.296633	0.000000	-0.000000	-2.597823	-17.127087	-53.206822	-21.593910	0.000000	-164.890157	0.000000	0.000000	0.000000	0.000000	-458.830714
536000 	54.311216	0.000000	16.249028	-265.150287	0.000000	-0.000000	-1.889546	-17.219713	-54.034524	-21.240033	0.000000	-171.364077	0.000000	0.000000	0.000000	0.000000	-460.337935
538000 	48.964596	0.000000	8.241586	-261.277075	0.000000	-0.000000	-2.054346	-16.706203	-53.391408	-20.456312	0.000000	-173.316486	0.000000	0.000000	0.000000	0.000000	-469.995649
540000 	51.559750	0.000000	12.093051	-267.643295	0.000000	-0.000000	-2.765960	-18.446169	-53.925835	-22.634272	0.000000	-203.285396	0.000000	0.000000	0.000000	0.000000	-505.048125
542000 	49.610297	0.000000	18.606726	-260.699335	0.000000	-0.000000	-1.626751	-15.840530	-52.680785	-19.786566	0.000000	-167.183085	0.000000	0.000000	0.000000	0.000000	-449.600029
544000 	52.593842	0.000000	17.160452	-259.087802	0.000000	-0.000000	-1.418195	-14.889068	-52.992114	-19.214532	0.000000	-174.354566	0.000000	0.000000	0.000000	0.000000	-452.201982
546000 	48.133151	0.000000	18.672488	-264.349829	0.000000	-0.000000	-1.425766	-17.915863	-53.256298	-20.326780	0.000000	-165.489942	0.000000	0.000000	0.000000	0.000000	-455.958838
548000 	54.165571	0.000000	18.194104	-264.310702	0.000000	-0.000000	-1.699466	-18.940068	-53.626958	-20.900709	0.000000	-178.421032	0.000000	0.000000	0.000000	0.000000	-465.539261
550000 	50.635672	0.000000	17.563213	-260.588519	0.000000	-0.000000	-1.625628	-21.523743	-53.926171	-20.582984	0.000000	-171.516431	0.000000	0.000000	0.000000	0.000000	-461.564592
552000 	51.477833	0.000000	14.255727	-264.030046	0.000000	-0.000000	-2.178839	-17.442916	-52.894151	-22.152644	0.000000	-183.878578	0.000000	0.000000	0.000000	0.000000	-476.843614
554000 	47.301210	0.000000	19.609460	-265.612184	0.000000	-0.000000	-0.896040	-17.769113	-53.463689	-19.861786	0.000000	-171.626303	0.000000	0.000000	0.000000	0.000000	-462.318444
556000 	55.375435	0.000000	16.704819	-266.909743	0.000000	-0.000000	-2.497227	-19.972710	-53.011623	-20.078651	0.000000	-178.740769	0.000000	0.000000	0.000000	0.000000	-469.130470
558000 	52.727171	0.000000	16.974110	-259.536907	0.000000	-0.000000	-2.944070	-16.880806	-53.856330	-22.677570	0.000000	-172.366185	0.000000	0.000000	0.000000	0.000000	-458.560588
560000 	44.373903	0.000000	19.433122	-261.525735	0.000000	-0.000000	-2.724443	-19.865272	-55.130093	-17.542671	0.000000	-144.997940	0.000000	0.000000	0.000000	0.000000	-437.979129
562000 	65.794896	0.000000	14.422391	-262.743551	0.000000	-0.000000	-3.488939	-20.247614	-51.454065	-22.223433	0.000000	-163.521200	0.000000	0.000000	0.000000	0.000000	-443.461515
564000 	49.094181	0.000000	18.386159	-266.365368	0.000000	-0.000000	-1.838192	-18.088249	-52.706090	-21.854894	0.000000	-160.963194	0.000000	0.000000	0.000000	0.000000	-454.335647
566000 	64.006512	0.000000	14.683539	-260.649621	0.000000	-0.000006	-2.999587	-14.189181	-54.687014	-21.506653	0.000000	-153.364410	0.000000	0.000000	0.000000	0.000000	-428.706421
568000 	58.633561	0.000000	16.443876	-265.514334	0.000000	-0.000000	-0.768376	-16.779044	-53.627823	-21.604350	0.000000	-179.632545	0.000000	0.000000	0.000000	0.000000	-462.849035
570000 	53.752072	0.000000	18.483374	-260.084285	0.000000	-0.000134	-2.859840	-19.978631	-53.214842	-18.974023	0.000000	-175.580364	0.000000	0.000000	0.000000	0.000000	-458.456673
