Step   	Chain   	Shake   	Chi     	Rama    	Excluded	DSSP    	P_AP    	Water   	Burial  	Helix   	AMH-Go  	Frag_Mem	Vec_FM  	Membrane	SSB     	Electro.	VTotal
0 	34.050354	0.000000	7.874719	-258.261919	0.000000	-0.000000	-1.269805	-15.753262	-53.082703	-22.677682	0.000000	-339.061858	0.000000	0.000000	0.000000	0.000000	-648.182155
2000 	45.300084	0.000000	14.872603	-268.478708	0.000000	-0.000085	-1.917921	-16.934615	-53.116684	-23.540812	0.000000	-198.153039	0.000000	0.000000	0.000000	0.000000	-501.969176
4000 	41.585442	0.000000	9.309912	-269.972050	0.000000	-0.000000	-1.781807	-18.759553	-53.874670	-22.901129	0.000000	-218.304213	0.000000	0.000000	0.000000	0.000000	-534.698067
6000 	51.105702	0.000000	14.221555	-269.160277	0.000000	-0.000000	-1.440686	-18.168977	-52.960200	-22.482131	0.000000	-204.471536	0.000000	0.000000	0.000000	0.000000	-503.356550
8000 	42.313907	0.000000	11.499622	-268.633427	0.000000	-0.000000	-1.235525	-16.659799	-53.510881	-21.708501	0.000000	-214.987844	0.000000	0.000000	0.000000	0.000000	-522.922448
10000 	44.140017	0.000000	12.161775	-269.366514	0.000000	-0.000008	-2.300690	-16.221974	-53.160267	-22.057523	0.000000	-199.854116	0.000000	0.000000	0.000000	0.000000	-506.659300
12000 	44.068391	0.000000	11.716048	-262.149113	0.000000	-0.000000	-2.648588	-17.787568	-53.353164	-23.157829	0.000000	-204.766780	0.000000	0.000000	0.000000	0.000000	-508.078605
14000 	41.653009	0.000000	12.372181	-268.695130	0.000000	-0.000000	-1.710328	-16.740595	-53.276595	-22.076856	0.000000	-188.608829	0.000000	0.000000	0.000000	0.000000	-497.083141
16000 	43.911963	0.000000	13.123651	-266.708914	0.000000	-0.000000	-1.664642	-17.929121	-53.303132	-23.592633	0.000000	-189.329066	0.000000	0.000000	0.000000	0.000000	-495.491894
18000 	49.250900	0.000000	15.635108	-262.563291	0.000000	-0.000003	-1.806657	-16.479822	-52.917685	-22.043301	0.000000	-200.792877	0.000000	0.000000	0.000000	0.000000	-491.717629
20000 	46.179788	0.000000	10.577615	-263.848431	0.000000	-0.000000	-1.861916	-16.454862	-53.395178	-20.308423	0.000000	-216.027373	0.000000	0.000000	0.000000	0.000000	-515.138780
22000 	49.552941	0.000000	15.922656	-268.436622	0.000000	-0.000000	-1.101291	-17.628957	-53.223301	-22.254599	0.000000	-181.719644	0.000000	0.000000	0.000000	0.000000	-478.888816
24000 	48.946509	0.000000	16.874163	-263.944637	0.000000	-0.000000	-1.744661	-15.193250	-53.496072	-20.910220	0.000000	-216.570318	0.000000	0.000000	0.000000	0.000000	-506.038486
26000 	46.196989	0.000000	15.614560	-261.133186	0.000000	-0.000000	-1.650618	-15.553613	-54.574853	-22.546881	0.000000	-194.098583	0.000000	0.000000	0.000000	0.000000	-487.746186
28000 	42.408770	0.000000	10.717809	-265.821119	0.000000	-0.000001	-1.810175	-19.615562	-52.040184	-20.843308	0.000000	-214.540848	0.000000	0.000000	0.000000	0.000000	-521.544618
30000 	42.272450	0.000000	12.259664	-263.112471	0.000000	-0.000000	-2.384345	-17.378594	-53.112626	-22.366447	0.000000	-197.201819	0.000000	0.000000	0.000000	0.000000	-501.024188
32000 	44.188706	0.000000	14.059360	-261.033561	0.000000	-0.000000	-1.493927	-18.206904	-54.754003	-22.996213	0.000000	-161.325729	0.000000	0.000000	0.000000	0.000000	-461.562271
34000 	45.977627	0.000000	11.124954	-266.057107	0.000000	-0.000000	-2.929882	-17.683782	-53.628986	-22.459732	0.000000	-200.228991	0.000000	0.000000	0.000000	0.000000	-505.885900
36000 	50.169895	0.000000	14.104534	-263.636802	0.000000	-0.000000	-1.028453	-17.255959	-52.419250	-23.260503	0.000000	-215.866414	0.000000	0.000000	0.000000	0.000000	-509.192952
38000 	52.876363	0.000000	11.651308	-268.787824	0.000000	-0.000000	-1.863682	-18.732379	-52.678372	-21.196478	0.000000	-198.240053	0.000000	0.000000	0.000000	0.000000	-496.971118
40000 	43.920118	0.000000	12.084678	-263.172042	0.000000	-0.000000	-2.415893	-17.048025	-53.842177	-23.093899	0.000000	-206.578055	0.000000	0.000000	0.000000	0.000000	-510.145294
42000 	53.034242	0.000000	11.611102	-260.090964	0.000000	-0.000000	-2.638299	-18.995803	-54.315966	-23.492531	0.000000	-194.984927	0.000000	0.000000	0.000000	0.000000	-489.873146
44000 	36.742064	0.000000	13.411833	-268.561921	0.000000	-0.000000	-3.068480	-18.280410	-53.558394	-21.597413	0.000000	-198.170883	0.000000	0.000000	0.000000	0.000000	-513.083604
46000 	47.079497	0.000000	13.440364	-264.525141	0.000000	-0.000002	-1.908896	-18.520582	-54.184504	-22.089946	0.000000	-206.079734	0.000000	0.000000	0.000000	0.000000	-506.788944
48000 	48.203875	0.000000	15.403841	-257.636617	0.000000	-0.000000	-2.079875	-17.736816	-54.230727	-20.244809	0.000000	-198.860773	0.000000	0.000000	0.000000	0.000000	-487.181901
50000 	36.919855	0.000000	7.935218	-266.728056	0.000000	-0.000000	-1.353358	-17.352979	-53.058544	-22.581887	0.000000	-220.776314	0.000000	0.000000	0.000000	0.000000	-536.996067
52000 	45.501379	0.000000	13.321663	-267.466800	0.000000	-0.000000	-1.464036	-18.467287	-53.515882	-21.275810	0.000000	-193.682869	0.000000	0.000000	0.000000	0.000000	-497.049643
54000 	42.551525	0.000000	12.785373	-268.281232	0.000000	-0.000000	-1.252155	-15.675876	-53.987053	-22.091344	0.000000	-215.965836	0.000000	0.000000	0.000000	0.000000	-521.916598
56000 	47.434214	0.000000	11.348595	-266.206466	0.000000	-0.000001	-1.771289	-17.784397	-53.951710	-21.077560	0.000000	-181.905325	0.000000	0.000000	0.000000	0.000000	-483.913938
58000 	47.582211	0.000000	11.680660	-261.664197	0.000000	-0.000000	-2.278148	-16.910377	-52.354871	-22.382943	0.000000	-198.673640	0.000000	0.000000	0.000000	0.000000	-495.001306
60000 	40.187662	0.000000	9.492634	-270.566848	0.000000	-0.000000	-1.504515	-18.761272	-53.482722	-21.930040	0.000000	-208.825157	0.000000	0.000000	0.000000	0.000000	-525.390257
62000 	41.937987	0.000000	10.977911	-263.051009	0.000000	-0.000000	-1.710698	-14.499671	-53.917926	-22.229968	0.000000	-189.024575	0.000000	0.000000	0.000000	0.000000	-491.517949
64000 	45.220566	0.000000	12.882152	-267.974061	0.000000	-0.000000	-1.234767	-17.036704	-52.939468	-22.886342	0.000000	-218.630623	0.000000	0.000000	0.000000	0.000000	-522.599247
66000 	53.999397	0.000000	13.005930	-259.520273	0.000000	-0.000000	-2.068872	-17.796613	-53.159662	-21.908313	0.000000	-196.565280	0.000000	0.000000	0.000000	0.000000	-484.013687
68000 	44.629193	0.000000	13.678881	-263.645137	0.000000	-0.000000	-1.131498	-13.376730	-53.424888	-20.971063	0.000000	-196.390040	0.000000	0.000000	0.000000	0.000000	-490.631282
70000 	45.182882	0.000000	12.814539	-272.658474	0.000000	-0.000000	-1.284829	-16.941550	-53.826900	-23.016068	0.000000	-196.030126	0.000000	0.000000	0.000000	0.000000	-505.760527
72000 	43.994007	0.000000	11.981021	-271.883113	0.000000	-0.000000	-1.163605	-20.418295	-54.500827	-18.673205	0.000000	-190.811703	0.000000	0.000000	0.000000	0.000000	-501.475719
74000 	46.725955	0.000000	8.731542	-266.518287	0.000000	-0.000000	-2.174256	-17.887625	-52.695979	-23.098023	0.000000	-181.419715	0.000000	0.000000	0.000000	0.000000	-488.336388
76000 	43.653127	0.000000	13.959108	-267.628966	0.000000	-0.000000	-2.180877	-17.618981	-52.959796	-21.943188	0.000000	-193.571971	0.000000	0.000000	0.000000	0.000000	-498.291544
78000 	44.731893	0.000000	11.284008	-266.548587	0.000000	-0.000000	-2.532003	-18.125918	-52.614430	-20.602578	0.000000	-189.889655	0.000000	0.000000	0.000000	0.000000	-494.297272
80000 	42.854841	0.000000	13.183909	-266.672729	0.000000	-0.000000	-3.273678	-18.247986	-53.748773	-22.108999	0.000000	-203.291573	0.000000	0.000000	0.000000	0.000000	-511.304987
82000 	41.995472	0.000000	14.713486	-272.143726	0.000000	-0.000000	-1.650427	-16.971486	-53.230780	-21.804176	0.000000	-178.338024	0.000000	0.000000	0.000000	0.000000	-487.429660
84000 	40.621921	0.000000	13.314109	-267.300132	0.000000	-0.000000	-1.551704	-17.627555	-52.759280	-21.977404	0.000000	-198.649122	0.000000	0.000000	0.000000	0.000000	-505.929167
86000 	47.997350	0.000000	15.128965	-265.607930	0.000000	-0.000000	-2.154276	-15.502120	-54.190600	-23.401197	0.000000	-201.634284	0.000000	0.000000	0.000000	0.000000	-499.364092
88000 	48.430117	0.000000	11.729669	-261.936714	0.000000	-0.000000	-2.870940	-19.354012	-53.997002	-21.649168	0.000000	-198.294618	0.000000	0.000000	0.000000	0.000000	-497.942669
90000 	49.235164	0.000000	8.336284	-261.982982	0.000000	-0.000000	-1.958424	-14.965445	-53.533714	-21.890553	0.000000	-204.836712	0.000000	0.000000	0.000000	0.000000	-501.596384
92000 	50.424757	0.000000	9.971744	-266.442481	0.000000	-0.000006	-1.836241	-19.489613	-53.642262	-21.554161	0.000000	-189.632730	0.000000	0.000000	0.000000	0.000000	-492.200993
94000 	42.861092	0.000000	12.970089	-265.368398	0.000000	-0.000000	-0.917181	-19.003009	-54.468352	-22.862073	0.000000	-191.574625	0.000000	0.000000	0.000000	0.000000	-498.362457
96000 	44.445716	0.000000	14.639001	-268.309614	0.000000	-0.000000	-2.174144	-17.541768	-54.701884	-21.669994	0.000000	-202.054701	0.000000	0.000000	0.000000	0.000000	-507.367387
98000 	43.966806	0.000000	20.491501	-266.131034	0.000000	-0.000013	-2.595697	-21.296821	-53.466942	-24.094767	0.000000	-176.589951	0.000000	0.000000	0.000000	0.000000	-479.716917
100000 	53.424717	0.000000	9.121468	-271.408181	0.000000	-0.000000	-0.919522	-18.423303	-54.513271	-21.544603	0.000000	-184.093577	0.000000	0.000000	0.000000	0.000000	-488.356272
102000 	53.522981	0.000000	8.601977	-267.166211	0.000000	-0.000002	-1.207342	-19.409803	-54.263468	-20.558791	0.000000	-205.708610	0.000000	0.000000	0.000000	0.000000	-506.189268
104000 	41.770545	0.000000	13.392937	-265.028119	0.000000	-0.000000	-1.539520	-19.500995	-52.098691	-22.703885	0.000000	-193.342601	0.000000	0.000000	0.000000	0.000000	-499.050329
106000 	52.769336	0.000000	15.289446	-261.282277	0.000000	-0.000000	-1.718680	-15.756370	-54.268668	-21.601320	0.000000	-201.837425	0.000000	0.000000	0.000000	0.000000	-488.405959
108000 	47.694965	0.000000	12.333910	-264.606336	0.000000	-0.000000	-1.462474	-18.661411	-52.708128	-22.825024	0.000000	-212.447668	0.000000	0.000000	0.000000	0.000000	-512.682166
110000 	41.349509	0.000000	17.532474	-266.499452	0.000000	-0.000002	-2.388400	-15.928889	-52.943745	-22.790198	0.000000	-199.694938	0.000000	0.000000	0.000000	0.000000	-501.363641
112000 	55.840487	0.000000	10.741225	-262.817738	0.000000	-0.000000	-2.199834	-16.972920	-54.720008	-22.129383	0.000000	-192.693936	0.000000	0.000000	0.000000	0.000000	-484.952106
114000 	48.930702	0.000000	11.235289	-259.527113	0.000000	-0.000001	-1.230976	-15.286733	-53.989299	-22.680994	0.000000	-194.036015	0.000000	0.000000	0.000000	0.000000	-486.585139
116000 	35.385744	0.000000	8.853287	-262.151450	0.000000	-0.000003	-1.032210	-15.009280	-53.279990	-22.526873	0.000000	-214.980392	0.000000	0.000000	0.000000	0.000000	-524.741167
118000 	53.230096	0.000000	11.292497	-265.329415	0.000000	-0.000000	-1.630187	-17.835992	-53.421968	-22.043956	0.000000	-199.759438	0.000000	0.000000	0.000000	0.000000	-495.498366
120000 	42.175918	0.000000	10.912946	-268.794958	0.000000	-0.000001	-1.377189	-16.713180	-53.532752	-22.847296	0.000000	-198.367381	0.000000	0.000000	0.000000	0.000000	-508.543893
122000 	47.979838	0.000000	15.949423	-267.352072	0.000000	-0.000000	-1.615555	-15.354708	-53.010954	-22.397401	0.000000	-208.908412	0.000000	0.000000	0.000000	0.000000	-504.709842
124000 	46.307199	0.000000	10.026037	-267.864896	0.000000	-0.000000	-1.802819	-20.198166	-54.297988	-20.245868	0.000000	-202.160880	0.000000	0.000000	0.000000	0.000000	-510.237382
126000 	47.222062	0.000000	9.936027	-263.916582	0.000000	-0.000000	-1.821507	-18.175343	-53.486755	-21.060934	0.000000	-188.055219	0.000000	0.000000	0.000000	0.000000	-489.358250
128000 	53.578010	0.000000	12.448116	-264.855840	0.000000	-0.000000	-1.204217	-19.651963	-53.299365	-22.653681	0.000000	-203.711540	0.000000	0.000000	0.000000	0.000000	-499.350479
130000 	44.368895	0.000000	10.786134	-271.204591	0.000000	-0.000000	-1.209846	-17.564499	-53.353489	-20.776104	0.000000	-196.592770	0.000000	0.000000	0.000000	0.000000	-505.546270
132000 	41.114021	0.000000	17.382648	-267.606772	0.000000	-0.000000	-1.324112	-16.989562	-52.876372	-22.377788	0.000000	-206.223066	0.000000	0.000000	0.000000	0.000000	-508.901003
134000 	47.930448	0.000000	11.552750	-266.160750	0.000000	-0.000000	-1.843224	-19.572791	-53.429544	-21.681643	0.000000	-206.654307	0.000000	0.000000	0.000000	0.000000	-509.859060
136000 	44.707432	0.000000	11.013729	-263.526616	0.000000	-0.000000	-1.844746	-20.389761	-52.889443	-19.845370	0.000000	-186.567484	0.000000	0.000000	0.000000	0.000000	-489.342260
138000 	45.570336	0.000000	13.253630	-266.852613	0.000000	-0.000000	-2.932127	-20.021378	-55.020538	-18.727468	0.000000	-177.283468	0.000000	0.000000	0.000000	0.000000	-482.013627
140000 	61.736625	0.000000	12.426083	-268.037966	0.000000	-0.000000	-2.109168	-15.690245	-54.037637	-22.765476	0.000000	-183.472143	0.000000	0.000000	0.000000	0.000000	-471.949928
142000 	40.537140	0.000000	10.770817	-262.861080	0.000000	-0.000000	-2.365599	-18.796764	-53.551688	-22.144615	0.000000	-188.655427	0.000000	0.000000	0.000000	0.000000	-497.067217
144000 	46.185773	0.000000	10.143203	-264.114045	0.000000	-0.000023	-2.825101	-20.263031	-53.277241	-21.483551	0.000000	-177.483009	0.000000	0.000000	0.000000	0.000000	-483.117025
146000 	54.915803	0.000000	12.984657	-260.942317	0.000000	-0.000000	-2.648997	-17.054174	-52.446202	-21.745741	0.000000	-173.539419	0.000000	0.000000	0.000000	0.000000	-460.476389
148000 	43.208024	0.000000	16.055477	-267.070306	0.000000	-0.000000	-1.706780	-15.478399	-53.285370	-21.359762	0.000000	-204.460325	0.000000	0.000000	0.000000	0.000000	-504.097440
150000 	37.341233	0.000000	13.913317	-265.558046	0.000000	-0.000000	-1.258734	-17.092579	-53.086280	-22.766973	0.000000	-198.269802	0.000000	0.000000	0.000000	0.000000	-506.777863
152000 	42.646225	0.000000	14.554134	-259.410464	0.000000	-0.000000	-1.221102	-15.732247	-54.455627	-22.676968	0.000000	-193.894018	0.000000	0.000000	0.000000	0.000000	-490.190068
154000 	41.350296	0.000000	11.930719	-264.124778	0.000000	-0.000000	-1.035579	-16.205841	-53.053955	-21.940070	0.000000	-181.296279	0.000000	0.000000	0.000000	0.000000	-484.375487
156000 	45.594543	0.000000	12.169182	-265.346417	0.000000	-0.000000	-2.269175	-18.822573	-54.485403	-19.667493	0.000000	-166.204562	0.000000	0.000000	0.000000	0.000000	-469.031898
158000 	43.342793	0.000000	11.657838	-263.655316	0.000000	-0.000000	-2.396603	-17.494123	-53.181257	-22.543700	0.000000	-201.111419	0.000000	0.000000	0.000000	0.000000	-505.381787
160000 	48.783701	0.000000	16.591034	-268.337612	0.000000	-0.000000	-1.108097	-17.066696	-54.003323	-22.866434	0.000000	-206.974304	0.000000	0.000000	0.000000	0.000000	-504.981731
162000 	46.526973	0.000000	13.177456	-268.003289	0.000000	-0.000000	-1.585001	-17.697456	-53.653668	-23.004236	0.000000	-209.239992	0.000000	0.000000	0.000000	0.000000	-513.479215
164000 	51.776795	0.000000	12.245545	-266.958080	0.000000	-0.000000	-2.341507	-19.149136	-54.337386	-20.138148	0.000000	-198.705998	0.000000	0.000000	0.000000	0.000000	-497.607914
166000 	46.406020	0.000000	14.180505	-265.616861	0.000000	-0.000000	-2.952019	-18.270738	-52.929969	-22.532710	0.000000	-199.913788	0.000000	0.000000	0.000000	0.000000	-501.629561
168000 	46.515879	0.000000	17.261559	-262.353574	0.000000	-0.000000	-2.678219	-19.447505	-52.723941	-22.572157	0.000000	-176.543762	0.000000	0.000000	0.000000	0.000000	-472.541721
170000 	51.820104	0.000000	14.199902	-269.723589	0.000000	-0.000000	-2.192243	-18.097776	-53.307698	-21.715362	0.000000	-184.958434	0.000000	0.000000	0.000000	0.000000	-483.975096
172000 	42.370716	0.000000	12.086242	-266.529568	0.000000	-0.008544	-1.446230	-17.447463	-53.701325	-22.491000	0.000000	-201.454206	0.000000	0.000000	0.000000	0.000000	-508.621377
174000 	46.142316	0.000000	12.499686	-271.275148	0.000000	-0.347460	-2.281841	-17.250353	-53.349982	-22.280893	0.000000	-199.405696	0.000000	0.000000	0.000000	0.000000	-507.549372
176000 	42.922536	0.000000	10.009477	-257.882531	0.000000	-0.000005	-2.287213	-16.710910	-53.957423	-20.996904	0.000000	-209.651509	0.000000	0.000000	0.000000	0.000000	-508.554483
178000 	51.627582	0.000000	15.798694	-266.199000	0.000000	-0.000004	-1.526800	-14.892006	-53.097778	-21.994636	0.000000	-198.322899	0.000000	0.000000	0.000000	0.000000	-488.606846
180000 	46.619292	0.000000	11.839017	-260.066652	0.000000	-0.000000	-1.210514	-18.644718	-53.419152	-22.574613	0.000000	-202.199012	0.000000	0.000000	0.000000	0.000000	-499.656351
182000 	53.258517	0.000000	14.224461	-268.675421	0.000000	-0.000000	-1.731106	-14.336535	-52.846968	-22.971048	0.000000	-186.739240	0.000000	0.000000	0.000000	0.000000	-479.817341
184000 	39.323934	0.000000	15.171596	-268.713428	0.000000	-0.000001	-1.877669	-19.769967	-52.735930	-21.830018	0.000000	-182.138268	0.000000	0.000000	0.000000	0.000000	-492.569753
186000 	38.918569	0.000000	15.875925	-267.152864	0.000000	-0.000000	-1.043937	-15.241492	-52.281305	-23.291955	0.000000	-202.678322	0.000000	0.000000	0.000000	0.000000	-506.895382
188000 	52.869759	0.000000	14.981969	-268.328323	0.000000	-0.000000	-3.063129	-19.146430	-54.183489	-19.628524	0.000000	-183.962004	0.000000	0.000000	0.000000	0.000000	-480.460171
190000 	48.281800	0.000000	11.454479	-264.757877	0.000000	-0.000000	-1.225207	-17.606158	-52.424328	-20.255461	0.000000	-191.145222	0.000000	0.000000	0.000000	0.000000	-487.677975
192000 	43.852354	0.000000	12.132547	-259.805761	0.000000	-0.000000	-2.242919	-19.297192	-53.163590	-21.213475	0.000000	-192.473673	0.000000	0.000000	0.000000	0.000000	-492.211709
194000 	45.484309	0.000000	15.339191	-262.020730	0.000000	-0.000000	-1.936398	-13.822237	-54.090866	-19.925724	0.000000	-191.070461	0.000000	0.000000	0.000000	0.000000	-482.042916
196000 	47.591401	0.000000	14.230711	-264.490953	0.000000	-0.000000	-1.191352	-17.420252	-53.329353	-21.552477	0.000000	-195.415906	0.000000	0.000000	0.000000	0.000000	-491.578181
198000 	48.864184	0.000000	12.183835	-267.607433	0.000000	-0.000002	-1.491296	-19.176093	-53.654142	-22.388340	0.000000	-205.600292	0.000000	0.000000	0.000000	0.000000	-508.869578
200000 	47.245717	0.000000	13.476728	-265.271220	0.000000	-0.000000	-2.017609	-17.662488	-53.991091	-21.861080	0.000000	-191.168549	0.000000	0.000000	0.000000	0.000000	-491.249591
202000 	52.211423	0.000000	14.042017	-265.637428	0.000000	-0.000000	-1.020268	-16.707870	-54.720748	-21.568243	0.000000	-180.022174	0.000000	0.000000	0.000000	0.000000	-473.423291
204000 	50.780993	0.000000	18.229252	-265.951472	0.000000	-0.000000	-2.352710	-19.559411	-53.093221	-24.001298	0.000000	-199.418230	0.000000	0.000000	0.000000	0.000000	-495.366096
206000 	41.881805	0.000000	9.355619	-264.633759	0.000000	-0.000000	-0.611095	-16.171059	-54.303139	-21.856865	0.000000	-202.683364	0.000000	0.000000	0.000000	0.000000	-509.021856
208000 	55.020286	0.000000	17.710375	-247.594698	0.000000	-0.000000	-2.474914	-18.426093	-52.554348	-22.506357	0.000000	-168.186434	0.000000	0.000000	0.000000	0.000000	-439.012183
210000 	43.142149	0.000000	15.050318	-264.839858	0.000000	-0.000000	-2.579561	-17.774116	-54.329552	-22.582528	0.000000	-192.407176	0.000000	0.000000	0.000000	0.000000	-496.320324
212000 	50.617799	0.000000	19.483648	-266.269547	0.000000	-0.000000	-1.879078	-17.944772	-55.323961	-20.396417	0.000000	-169.364218	0.000000	0.000000	0.000000	0.000000	-461.076547
214000 	45.125898	0.000000	11.683502	-255.877830	0.000000	-0.000000	-0.918129	-13.890913	-53.979700	-20.517924	0.000000	-177.707223	0.000000	0.000000	0.000000	0.000000	-466.082319
216000 	47.624242	0.000000	16.755504	-266.079799	0.000000	-0.000000	-2.230564	-17.516957	-53.289956	-23.236075	0.000000	-168.534472	0.000000	0.000000	0.000000	0.000000	-466.508076
218000 	47.459983	0.000000	21.269386	-266.403331	0.000000	-0.000000	-1.193121	-16.378947	-53.622213	-20.503116	0.000000	-182.901200	0.000000	0.000000	0.000000	0.000000	-472.272560
220000 	44.731943	0.000000	14.180243	-258.583473	0.000000	-0.000000	-1.422551	-16.145184	-53.283223	-21.831018	0.000000	-191.601806	0.000000	0.000000	0.000000	0.000000	-483.955070
222000 	51.768150	0.000000	12.635286	-266.862987	0.000000	-0.000000	-1.572147	-17.779100	-52.938210	-21.598511	0.000000	-198.887979	0.000000	0.000000	0.000000	0.000000	-495.235497
224000 	50.842351	0.000000	16.431665	-266.895061	0.000000	-0.000000	-1.030763	-17.447558	-53.732131	-21.683614	0.000000	-194.210260	0.000000	0.000000	0.000000	0.000000	-487.725370
226000 	44.572617	0.000000	12.542706	-263.312653	0.000000	-0.000000	-2.805100	-18.209332	-52.525181	-21.584705	0.000000	-201.174039	0.000000	0.000000	0.000000	0.000000	-502.495688
228000 	49.425140	0.000000	17.547842	-264.794416	0.000000	-0.000000	-2.510833	-14.844019	-52.724020	-23.633870	0.000000	-198.978179	0.000000	0.000000	0.000000	0.000000	-490.512355
230000 	58.581072	0.000000	11.258679	-262.375551	0.000000	-0.000000	-2.293032	-15.064978	-53.947166	-21.553705	0.000000	-191.542845	0.000000	0.000000	0.000000	0.000000	-476.937526
232000 	50.215029	0.000000	16.286037	-262.533864	0.000000	-0.000000	-2.506176	-18.144444	-53.734586	-21.705391	0.000000	-211.396083	0.000000	0.000000	0.000000	0.000000	-503.519478
234000 	46.745915	0.000000	13.963981	-267.205183	0.000000	-0.000000	-1.889758	-15.140423	-53.557381	-22.746253	0.000000	-185.670279	0.000000	0.000000	0.000000	0.000000	-485.499380
236000 	47.193857	0.000000	14.205963	-266.461970	0.000000	-0.000000	-1.189931	-16.820531	-53.709317	-23.754706	0.000000	-197.921752	0.000000	0.000000	0.000000	0.000000	-498.458386
238000 	47.789926	0.000000	12.181100	-262.290948	0.000000	-0.000335	-2.560925	-16.231488	-54.207997	-22.066505	0.000000	-180.255279	0.000000	0.000000	0.000000	0.000000	-477.642449
240000 	47.469372	0.000000	11.086286	-268.568769	0.000000	-0.000000	-1.869848	-17.956151	-53.297538	-22.382606	0.000000	-200.735699	0.000000	0.000000	0.000000	0.000000	-506.254953
242000 	45.340574	0.000000	13.550236	-262.153013	0.000000	-0.000000	-2.729836	-17.885366	-53.449874	-21.016626	0.000000	-184.078330	0.000000	0.000000	0.000000	0.000000	-482.422236
244000 	53.564495	0.000000	10.952544	-260.879483	0.000000	-0.000000	-2.658034	-18.515975	-53.667876	-21.688678	0.000000	-178.572135	0.000000	0.000000	0.000000	0.000000	-471.465144
246000 	50.204120	0.000000	7.821970	-270.522048	0.000000	-0.000001	-2.046292	-15.021101	-53.989821	-22.587794	0.000000	-187.217663	0.000000	0.000000	0.000000	0.000000	-493.358629
248000 	49.780150	0.000000	14.377530	-264.982906	0.000000	-0.000000	-1.238112	-18.096351	-52.613376	-20.911299	0.000000	-186.454956	0.000000	0.000000	0.000000	0.000000	-480.139320
250000 	49.800332	0.000000	11.420475	-266.631053	0.000000	-0.000000	-1.149042	-14.321162	-55.308097	-21.285065	0.000000	-183.338575	0.000000	0.000000	0.000000	0.000000	-480.812185
252000 	52.380701	0.000000	12.283514	-266.602619	0.000000	-0.000000	-1.996104	-18.637886	-51.670462	-20.351374	0.000000	-171.147699	0.000000	0.000000	0.000000	0.000000	-465.741930
254000 	43.532034	0.000000	14.499379	-266.968244	0.000000	-0.000000	-2.556166	-15.147111	-54.152163	-20.854970	0.000000	-190.649766	0.000000	0.000000	0.000000	0.000000	-492.297006
256000 	48.267448	0.000000	16.193407	-264.833920	0.000000	-0.000000	-1.566403	-17.043059	-52.868896	-21.725387	0.000000	-197.800514	0.000000	0.000000	0.000000	0.000000	-491.377323
258000 	49.165187	0.000000	7.569869	-265.461133	0.000000	-0.000000	-1.607421	-17.018833	-52.945252	-22.151452	0.000000	-203.913630	0.000000	0.000000	0.000000	0.000000	-506.362665
260000 	50.316914	0.000000	12.460590	-264.118405	0.000000	-0.000000	-1.479467	-16.913506	-53.871767	-21.781129	0.000000	-194.969121	0.000000	0.000000	0.000000	0.000000	-490.355891
262000 	41.577817	0.000000	14.418489	-269.238290	0.000000	-0.000001	-1.395260	-17.778680	-53.604407	-22.619765	0.000000	-184.381002	0.000000	0.000000	0.000000	0.000000	-493.021098
264000 	56.006303	0.000000	12.411326	-265.801662	0.000000	-0.000000	-2.448989	-17.932450	-53.979987	-21.204546	0.000000	-197.242240	0.000000	0.000000	0.000000	0.000000	-490.192244
266000 	46.938684	0.000000	10.274494	-265.113462	0.000000	-0.000000	-1.976909	-18.121964	-53.410272	-21.482527	0.000000	-195.961464	0.000000	0.000000	0.000000	0.000000	-498.853419
268000 	51.572920	0.000000	11.818260	-269.707324	0.000000	-0.000000	-3.006334	-19.514930	-53.851112	-21.415920	0.000000	-200.167280	0.000000	0.000000	0.000000	0.000000	-504.271721
270000 	47.166801	0.000000	12.622730	-265.674460	0.000000	-0.000001	-1.705071	-15.759513	-54.101151	-22.384889	0.000000	-197.932681	0.000000	0.000000	0.000000	0.000000	-497.768236
272000 	57.369096	0.000000	12.945802	-261.153971	0.000000	-0.000302	-1.531009	-16.374933	-54.936949	-19.266713	0.000000	-171.193386	0.000000	0.000000	0.000000	0.000000	-454.142366
274000 	43.921116	0.000000	12.418176	-266.441346	0.000000	-0.000000	-1.118033	-16.802649	-53.669686	-23.312286	0.000000	-178.578785	0.000000	0.000000	0.000000	0.000000	-483.583492
276000 	47.849558	0.000000	12.475494	-264.657086	0.000000	-0.000000	-2.096384	-17.793205	-53.647617	-20.672516	0.000000	-184.474838	0.000000	0.000000	0.000000	0.000000	-483.016595
278000 	51.793834	0.000000	16.682049	-265.826071	0.000000	-0.000001	-1.155656	-15.232268	-53.470185	-21.134033	0.000000	-186.934174	0.000000	0.000000	0.000000	0.000000	-475.276507
280000 	41.591650	0.000000	12.456408	-262.926870	0.000000	-0.000000	-2.399067	-17.005286	-54.363955	-23.132916	0.000000	-178.259693	0.000000	0.000000	0.000000	0.000000	-484.039729
282000 	51.946352	0.000000	14.485441	-259.888005	0.000000	-0.000000	-1.590562	-18.527595	-54.269924	-21.239450	0.000000	-158.977907	0.000000	0.000000	0.000000	0.000000	-448.061650
284000 	43.036194	0.000000	18.215263	-258.750470	0.000000	-0.000000	-3.083670	-19.881419	-54.052631	-20.922129	0.000000	-198.003917	0.000000	0.000000	0.000000	0.000000	-493.442779
